idx	gene_symbol
1663	CD46
1664	CD47
1665	CD48
1666	CD5
1667	CD52
1668	CD53
1669	CD55
1670	CD58
1671	CD59
1672	CD6
1673	CD63
1674	CD69
1675	CD7
1676	CD70
1677	CD72
1678	CD74
1679	CD79A
1680	CD79B
1681	CD80
1682	CD81
1683	CD82
1684	CD83
1685	CD84
1686	CD86
1687	CD8A
1688	CD8B
1689	CD9
1690	CD93
1691	CD96
1692	CD99L2
1693	CDA
1694	CDADC1
1695	CDAN1
1696	CDC123
1697	CDC14A
1698	CDC14B
1699	CDC16
1700	CDC20
1701	CDC20B
1702	CDC23
1703	CDC25A
1704	CDC25B
1705	CDC25C
1706	CDC26
1707	CDC27
1708	CDC34
1709	CDC37
1710	CDC37L1
1711	CDC40
1712	CDC42
1713	CDC42BPA
1714	CDC42BPB
1715	CDC42EP1
1716	CDC42EP2
1717	CDC42EP3
1718	CDC42EP4
1719	CDC42SE1
1720	CDC42SE2
1721	CDC45
1722	CDC5L
1723	CDC6
1724	CDC7
1725	CDC73
1726	CDCA3
1727	CDCA4
1728	CDCA5
1729	CDCA7
1730	CDCA7L
1731	CDCA8
1732	CDCP1
1733	CDH1
1734	CDH11
1735	CDH13
1736	CDH16
1737	CDH19
1738	CDH2
1739	CDH20
1740	CDH22
1741	CDH24
1742	CDH26
1743	CDH5
1744	CDH6
1745	CDH8
1746	CDH9
1747	CDHR1
1748	CDHR2
1749	CDHR3
1750	CDIP1
1751	CDIPT
1752	CDK1
1753	CDK10
1754	CDK12
1755	CDK13
1756	CDK14
1757	CDK16
1758	CDK17
1759	CDK18
1760	CDK19
1761	CDK2
1762	CDK20
1763	CDK2AP1
1764	CDK2AP2
1765	CDK4
1766	CDK5
1767	CDK5R1
1768	CDK5RAP1
1769	CDK5RAP2
1770	CDK5RAP3
1771	CDK6
1772	CDK7
1773	CDK8
1774	CDK9
1775	CDKAL1
1776	CDKL1
1777	CDKL2
1778	CDKL3
1779	CDKN1A
1780	CDKN1B
1781	CDKN1C
1782	CDKN2A
1783	CDKN2AIP
1784	CDKN2AIPNL
1785	CDKN2B
1786	CDKN2C
1787	CDKN2D
1788	CDKN3
1789	CDO1
1790	CDON
1791	CDPF1
1792	CDR2L
1793	CDS1
1794	CDS2
1795	CDT1
1796	CDV3
1797	CDYL
1798	CDYL2
1799	CEACAM1
1800	CEACAM19
1801	CEACAM21
1802	CEACAM3
1803	CEACAM4
1804	CEACAM6
1805	CEACAM8
1806	CEBPA
1807	CEBPB
1808	CEBPD
1809	CEBPE
1810	CEBPG
1811	CEBPZ
1812	CEL
1813	CELA1
1814	CELA2B
1815	CELA3B
1816	CELF1
1817	CELF2
1818	CELF4
1819	CELF6
1820	CELP
1821	CELSR1
1822	CELSR2
1823	CELSR3
1824	CEND1
1825	CENPA
1826	CENPB
1827	CENPC
1828	CENPE
1829	CENPF
1830	CENPH
1831	CENPI
1832	CENPJ
1833	CENPK
1834	CENPL
1835	CENPM
1836	CENPN
1837	CENPO
1838	CENPQ
1839	CENPT
1840	CENPU
1841	CENPV
1842	CEP104
1843	CEP112
1844	CEP120
1845	CEP128
1846	CEP131
1847	CEP135
1848	CEP152
1849	CEP162
1850	CEP164
1851	CEP170B
1852	CEP19
1853	CEP192
1854	CEP250
1855	CEP290
1856	CEP295
1857	CEP350
1858	CEP41
1859	CEP44
1860	CEP55
1861	CEP57
1862	CEP63
1863	CEP68
1864	CEP70
1865	CEP72
1866	CEP76
1867	CEP83
1868	CEP85
1869	CEP85L
1870	CEP89
1871	CEP95
1872	CEP97
1873	CEPT1
1874	CER1
1875	CERK
1876	CERS2
1877	CERS4
1878	CERS5
1879	CERS6
1880	CES1P1
1881	CES2
1882	CES3
1883	CES4A
1884	CETN1
1885	CETN2
1886	CETN3
1887	CETP
1888	CFAP20
1889	CFAP69
1890	CFD
1891	CFDP1
1892	CFH
1893	CFHR2
1894	CFI
1895	CFL1
1896	CFL2
1897	CFLAR
1898	CFP
1899	CGGBP1
1900	CGREF1
1901	CGRRF1
1902	CH25H
1903	CHAC1
1904	CHAF1A
1905	CHAF1B
1906	CHAMP1
1907	CHAT
1908	CHCHD1
1909	CHCHD10
1910	CHCHD2
1911	CHCHD3
1912	CHCHD4
1913	CHCHD5
1914	CHCHD6
1915	CHCHD7
1916	CHD1
1917	CHD1L
1918	CHD2
1919	CHD3
1920	CHD4
1921	CHD5
1922	CHD6
1923	CHD7
1924	CHD8
1925	CHD9
1926	CHEK1
1927	CHEK2
1928	CHERP
1929	CHFR
1930	CHGA
1931	CHGB
1932	CHI3L1
1933	CHI3L2
1934	CHIC2
1935	CHIT1
1936	CHKA
1937	CHKB
1938	CHL1
1939	CHM
1940	CHML
1941	CHMP1A
1942	CHMP1B
1943	CHMP2A
1944	CHMP2B
1945	CHMP4B
1946	CHMP4C
1947	CHMP5
1948	CHMP6
1949	CHMP7
1950	CHN1
1951	CHN2
1952	CHODL
1953	CHORDC1
1954	CHP1
1955	CHPF
1956	CHPF2
1957	CHPT1
1958	CHRAC1
1959	CHRD
1960	CHRDL1
1961	CHRNA10
1962	CHRNA2
1963	CHRNA3
1964	CHRNA5
1965	CHRNA6
1966	CHRNA9
1967	CHRNB1
1968	CHRNB3
1969	CHRNE
1970	CHST1
1971	CHST10
1972	CHST11
1973	CHST12
1974	CHST13
1975	CHST14
1976	CHST15
1977	CHST2
1978	CHST3
1979	CHST7
1980	CHST8
1981	CHSY1
1982	CHTF18
1983	CHTF8
1984	CHTOP
1985	CHUK
1986	CHURC1
1987	CIAO1
1988	CIAPIN1
1989	CIART
1990	CIB1
1991	CIB2
1992	CIC
1993	CIDEA
1994	CIDEC
1995	CIITA
1996	CILP
1997	CINP
1998	CIR1
1999	CIRBP
2000	CIRBP-AS1
2001	CISD1
2002	CISD2
2003	CISH
2004	CITED2
2005	CITED4
2006	CIZ1
2007	CKAP2
2008	CKAP4
2009	CKAP5
2010	CKB
2011	CKLF
2012	CKMT2
2013	CKS2
2014	CLASP1
2015	CLASP2
2016	CLASRP
2017	CLC
2018	CLCC1
2019	CLCF1
2020	CLCN2
2021	CLCN3
2022	CLCN4
2023	CLCN5
2024	CLCN6
2025	CLCN7
2026	CLDN1
2027	CLDN10
2028	CLDN11
2029	CLDN14
2030	CLDN15
2031	CLDN16
2032	CLDN18
2033	CLDN19
2034	CLDN20
2035	CLDN23
2036	CLDN5
2037	CLDN7
2038	CLDN9
2039	CLDND1
2040	CLDND2
2041	CLEC10A
2042	CLEC11A
2043	CLEC12A
2044	CLEC12B
2045	CLEC14A
2046	CLEC16A
2047	CLEC1A
2048	CLEC1B
2049	CLEC2B
2050	CLEC2D
2051	CLEC3A
2052	CLEC4A
2053	CLEC4C
2054	CLEC4D
2055	CLEC4E
2056	CLEC4F
2057	CLEC4G
2058	CLEC5A
2059	CLEC7A
2060	CLECL1
2061	CLGN
2062	CLIC1
2063	CLIC2
2064	CLIC3
2065	CLIC4
2066	CLIC5
2067	CLIC6
2068	CLINT1
2069	CLIP1
2070	CLIP2
2071	CLIP3
2072	CLIP4
2073	CLK1
2074	CLK2
2075	CLK3
2076	CLK4
2077	CLMN
2078	CLN5
2079	CLN6
2080	CLN8
2081	CLNK
2082	CLNS1A
2083	CLOCK
2084	CLP1
2085	CLPB
2086	CLPP
2087	CLPTM1
2088	CLPTM1L
2089	CLPX
2090	CLRN1
2091	CLSTN1
2092	CLSTN2
2093	CLSTN3
2094	CLTA
2095	CLTB
2096	CLTC
2097	CLTCL1
2098	CLU
2099	CLUAP1
2100	CLUH
2101	CLUL1
2102	CLYBL
2103	CMAHP
2104	CMAS
2105	CMBL
2106	CMC1
2107	CMC2
2108	CMIP
2109	CMKLR1
2110	CMPK1
2111	CMPK2
2112	CMSS1
2113	CMTM1
2114	CMTM2
2115	CMTM3
2116	CMTM4
2117	CMTM5
2118	CMTM6
2119	CMTM7
2120	CMTM8
2121	CMTR1
2122	CMYA5
2123	CNBP
2124	CNDP2
2125	CNEP1R1
2126	CNFN
2127	CNGA1
2128	CNGA3
2129	CNGB1
2130	CNIH1
2131	CNIH2
2132	CNIH3
2133	CNIH4
2134	CNKSR1
2135	CNKSR2
2136	CNN1
2137	CNN2
2138	CNN3
2139	CNNM1
2140	CNNM2
2141	CNNM3
2142	CNNM4
2143	CNOT1
2144	CNOT10
2145	CNOT11
2146	CNOT2
2147	CNOT3
2148	CNOT4
2149	CNOT6
2150	CNOT6L
2151	CNOT7
2152	CNOT8
2153	CNOT9
2154	CNP
2155	CNPPD1
2156	CNPY2
2157	CNPY3
2158	CNPY4
2159	CNR1
2160	CNRIP1
2161	CNST
2162	CNTLN
2163	CNTN1
2164	CNTN2
2165	CNTNAP1
2166	CNTNAP2
2167	CNTNAP5
2168	CNTRL
2169	CNTROB
2170	COA1
2171	COA3
2172	COA4
2173	COA5
2174	COA7
2175	COASY
2176	COBL
2177	COBLL1
2178	COCH
2179	COG1
2180	COG2
2181	COG3
2182	COG4
2183	COG5
2184	COG6
2185	COG7
2186	COG8
2187	COIL
2188	COL11A1
2189	COL11A2
2190	COL12A1
2191	COL13A1
2192	COL14A1
2193	COL15A1
2194	COL16A1
2195	COL17A1
2196	COL18A1
2197	COL1A1
2198	COL1A2
2199	COL20A1
2200	COL21A1
2201	COL23A1
2202	COL24A1
2203	COL2A1
2204	COL3A1
2205	COL4A1
2206	COL4A2
2207	COL4A3
2208	COL4A4
2209	COL4A5
2210	COL4A6
2211	COL5A1
2212	COL5A2
2213	COL5A3
2214	COL6A1
2215	COL6A2
2216	COL6A3
2217	COL7A1
2218	COL8A1
2219	COL8A2
2220	COL9A1
2221	COL9A2
2222	COL9A3
2223	COLEC11
2224	COLEC12
2225	COLGALT1
2226	COLGALT2
2227	COLQ
2228	COMMD1
2229	COMMD10
2230	COMMD2
2231	COMMD3
2232	COMMD4
2233	COMMD5
2234	COMMD6
2235	COMMD8
2236	COMMD9
2237	COMP
2238	COMT
2239	COMTD1
2240	COPA
2241	COPB1
2242	COPB2
2243	COPE
2244	COPG1
2245	COPRS
2246	COPS2
2247	COPS3
2248	COPS4
2249	COPS5
2250	COPS6
2251	COPS7A
2252	COPS7B
2253	COPS8
2254	COPZ1
2255	COPZ2
2256	COQ10A
2257	COQ10B
2258	COQ2
2259	COQ3
2260	COQ6
2261	COQ7
2262	COQ8A
2263	COQ9
2264	CORIN
2265	CORO1A
2266	CORO1B
2267	CORO1C
2268	CORO2A
2269	CORO2B
2270	CORO6
2271	CORO7
2272	COTL1
2273	COX10
2274	COX11
2275	COX14
2276	COX15
2277	COX16
2278	COX18
2279	COX20
2280	COX4I1
2281	COX5A
2282	COX5B
2283	COX6B1
2284	COX6C
2285	COX7A2
2286	COX7A2L
2287	COX7B
2288	COX7C
2289	COX8A
2290	CP
2291	CPA1
2292	CPA3
2293	CPA5
2294	CPAMD8
2295	CPD
2296	CPE
2297	CPEB2
2298	CPEB3
2299	CPEB4
2300	CPED1
2301	CPLX1
2302	CPLX2
2303	CPM
2304	CPN2
2305	CPNE1
2306	CPNE2
2307	CPNE3
2308	CPNE5
2309	CPNE8
2310	CPOX
2311	CPPED1
2312	CPQ
2313	CPSF1
2314	CPSF2
2315	CPSF3
2316	CPSF4
2317	CPSF6
2318	CPSF7
2319	CPT1A
2320	CPT2
2321	CPTP
2322	CPVL
2323	CPXCR1
2324	CPXM2
2325	CR1
2326	CR2
2327	CRABP2
2328	CRACR2B
2329	CRADD
2330	CRAT
2331	CRB1
2332	CRB3
2333	CRBN
2334	CRCP
2335	CREB1
2336	CREB3
2337	CREB3L1
2338	CREB3L2
2339	CREB5
2340	CREBBP
2341	CREBL2
2342	CREBRF
2343	CREBZF
2344	CREG1
2345	CRELD1
2346	CRELD2
2347	CREM
2348	CRH
2349	CRHBP
2350	CRHR1
2351	CRIM1
2352	CRIP1
2353	CRIP2
2354	CRIPAK
2355	CRIPT
2356	CRISP2
2357	CRISPLD2
2358	CRK
2359	CRKL
2360	CRLF1
2361	CRLF3
2362	CRLS1
2363	CRMP1
2364	CRNKL1
2365	CRNN
2366	CROCC
2367	CROCCP2
2368	CROT
2369	CRTAP
2370	CRTC1
2371	CRTC2
2372	CRTC3
2373	CRY1
2374	CRY2
2375	CRYAB
2376	CRYBA2
2377	CRYBB2
2378	CRYBB2P1
2379	CRYBG3
2380	CRYGA
2381	CRYGB
2382	CRYGS
2383	CRYL1
2384	CRYM
2385	CRYZ
2386	CRYZL1
2387	CS
2388	CSAD
2389	CSDC2
2390	CSDE1
2391	CSE1L
2392	CSF1
2393	CSF1R
2394	CSF2RB
2395	CSF3R
2396	CSGALNACT1
2397	CSGALNACT2
2398	CSHL1
2399	CSK
2400	CSMD1
2401	CSNK1A1
2402	CSNK1D
2403	CSNK1E
2404	CSNK1G1
2405	CSNK1G2
2406	CSNK1G3
2407	CSNK2A1
2408	CSNK2A2
2409	CSNK2B
2410	CSPG4
2411	CSPG5
2412	CSPP1
2413	CSRNP1
2414	CSRNP2
2415	CSRNP3
2416	CSRP1
2417	CSRP2
2418	CST3
2419	CST7
2420	CST9
2421	CSTA
2422	CSTB
2423	CSTF1
2424	CSTF2
2425	CSTF2T
2426	CSTF3
2427	CTBP1
2428	CTBP2
2429	CTBS
2430	CTC1
2431	CTCF
2432	CTDNEP1
2433	CTDP1
2434	CTDSP1
2435	CTDSP2
2436	CTDSPL
2437	CTDSPL2
2438	CTF1
2439	CTH
2440	CTHRC1
2441	CTIF
2442	CTLA4
2443	CTNNA1
2444	CTNNA2
2445	CTNNAL1
2446	CTNNB1
2447	CTNNBIP1
2448	CTNNBL1
2449	CTNND2
2450	CTNS
2451	CTPS1
2452	CTPS2
2453	CTR9
2454	CTRC
2455	CTRL
2456	CTSA
2457	CTSB
2458	CTSC
2459	CTSD
2460	CTSE
2461	CTSF
2462	CTSG
2463	CTSH
2464	CTSK
2465	CTSL
2466	CTSO
2467	CTSS
2468	CTSV
2469	CTSW
2470	CTSZ
2471	CTTN
2472	CTXN1
2473	CUBN
2474	CUEDC1
2475	CUEDC2
2476	CUL1
2477	CUL2
2478	CUL3
2479	CUL4A
2480	CUL4B
2481	CUL5
2482	CUL7
2483	CUL9
2484	CUTA
2485	CUTC
2486	CUX1
2487	CUZD1
2488	CWC15
2489	CWC25
2490	CWC27
2491	CWF19L1
2492	CWF19L2
2493	CX3CL1
2494	CX3CR1
2495	CXADR
2496	CXCL1
2497	CXCL10
2498	CXCL11
2499	CXCL12
2500	CXCL14
2501	CXCL16
2502	CXCL17
2503	CXCL3
2504	CXCL5
2505	CXCL6
2506	CXCL8
2507	CXCL9
2508	CXCR2
2509	CXCR3
2510	CXCR4
2511	CXCR5
2512	CXCR6
2513	CXXC1
2514	CXXC4
2515	CXXC5
2516	CXorf38
2517	CYB561
2518	CYB561A3
2519	CYB561D2
2520	CYB5A
2521	CYB5B
2522	CYB5D1
2523	CYB5D2
2524	CYB5R1
2525	CYB5R2
2526	CYB5R3
2527	CYB5R4
2528	CYBA
2529	CYBB
2530	CYBRD1
2531	CYC1
2532	CYCS
2533	CYFIP1
2534	CYFIP2
2535	CYGB
2536	CYLC2
2537	CYLD
2538	CYP11A1
2539	CYP19A1
2540	CYP1B1
2541	CYP1B1-AS1
2542	CYP20A1
2543	CYP26A1
2544	CYP26B1
2545	CYP27A1
2546	CYP27B1
2547	CYP2A6
2548	CYP2E1
2549	CYP2J2
2550	CYP2R1
2551	CYP2S1
2552	CYP2U1
2553	CYP39A1
2554	CYP3A5
2555	CYP46A1
2556	CYP4B1
2557	CYP4F11
2558	CYP4F12
2559	CYP4F2
2560	CYP4F22
2561	CYP4F3
2562	CYP4V2
2563	CYP4Z1
2564	CYP7B1
2565	CYSLTR1
2566	CYSTM1
2567	CYTH1
2568	CYTH2
2569	CYTH3
2570	CYTH4
2571	CYTIP
2572	CYYR1
2573	D2HGDH
2574	DAAM1
2575	DAAM2
2576	DAB2
2577	DACH1
2578	DACT1
2579	DACT3
2580	DAD1
2581	DAG1
2582	DAGLA
2583	DAGLB
2584	DALRD3
2585	DAP
2586	DAP3
2587	DAPK1
2588	DAPK2
2589	DAPK3
2590	DAPP1
2591	DARS2
2592	DAXX
2593	DAZAP1
2594	DAZAP2
2595	DBF4
2596	DBF4B
2597	DBI
2598	DBN1
2599	DBNDD1
2600	DBP
2601	DBR1
2602	DBT
2603	DCAF1
2604	DCAF10
2605	DCAF11
2606	DCAF12
2607	DCAF13
2608	DCAF15
2609	DCAF16
2610	DCAF17
2611	DCAF4
2612	DCAF5
2613	DCAF6
2614	DCAF7
2615	DCAF8
2616	DCAKD
2617	DCBLD1
2618	DCBLD2
2619	DCDC2B
2620	DCHS1
2621	DCK
2622	DCLK1
2623	DCLK2
2624	DCLRE1A
2625	DCLRE1B
2626	DCLRE1C
2627	DCN
2628	DCP1A
2629	DCP1B
2630	DCP2
2631	DCPS
2632	DCST1
2633	DCST2
2634	DCTD
2635	DCTN1
2636	DCTN2
2637	DCTN3
2638	DCTN4
2639	DCTN5
2640	DCTN6
2641	DCTPP1
2642	DCUN1D1
2643	DCUN1D2
2644	DCUN1D3
2645	DCUN1D4
2646	DCUN1D5
2647	DCX
2648	DCXR
2649	DDA1
2650	DDAH1
2651	DDAH2
2652	DDB1
2653	DDB2
2654	DDHD2
2655	DDIT3
2656	DDIT4
2657	DDIT4L
2658	DDN
2659	DDO
2660	DDOST
2661	DDR2
2662	DDRGK1
2663	DDX1
2664	DDX10
2665	DDX11
2666	DDX17
2667	DDX18
2668	DDX19A
2669	DDX19B
2670	DDX20
2671	DDX21
2672	DDX23
2673	DDX24
2674	DDX27
2675	DDX28
2676	DDX31
2677	DDX39A
2678	DDX3X
2679	DDX41
2680	DDX42
2681	DDX43
2682	DDX46
2683	DDX49
2684	DDX5
2685	DDX50
2686	DDX51
2687	DDX52
2688	DDX54
2689	DDX55
2690	DDX56
2691	DDX58
2692	DDX59
2693	DDX6
2694	DDX60
2695	DEAF1
2696	DECR1
2697	DECR2
2698	DEDD
2699	DEDD2
2700	DEF6
2701	DEF8
2702	DEFA4
2703	DEFB119
2704	DEFB123
2705	DEGS1
2706	DEK
2707	DENND1A
2708	DENND1B
2709	DENND1C
2710	DENND2A
2711	DENND2C
2712	DENND2D
2713	DENND3
2714	DENND4A
2715	DENND4B
2716	DENND4C
2717	DENND5A
2718	DENND5B
2719	DENND6A
2720	DENND6B
2721	DENR
2722	DEPDC5
2723	DEPDC7
2724	DEPTOR
2725	DERA
2726	DERL1
2727	DERL2
2728	DERL3
2729	DES
2730	DESI1
2731	DESI2
2732	DET1
2733	DEXI
2734	DFFA
2735	DFFB
2736	DGAT2
2737	DGCR2
2738	DGKA
2739	DGKD
2740	DGKG
2741	DGKI
2742	DGKK
2743	DGKQ
2744	DGKZ
2745	DGUOK
2746	DHCR24
2747	DHCR7
2748	DHDDS
2749	DHDH
2750	DHFR
2751	DHODH
2752	DHPS
2753	DHRS1
2754	DHRS11
2755	DHRS12
2756	DHRS13
2757	DHRS2
2758	DHRS3
2759	DHRS7
2760	DHRS7B
2761	DHRS9
2762	DHTKD1
2763	DHX15
2764	DHX16
2765	DHX29
2766	DHX30
2767	DHX32
2768	DHX33
2769	DHX34
2770	DHX35
2771	DHX36
2772	DHX37
2773	DHX38
2774	DHX40
2775	DHX57
2776	DHX58
2777	DHX8
2778	DHX9
2779	DIABLO
2780	DIAPH1
2781	DIAPH2
2782	DICER1
2783	DICER1-AS1
2784	DIDO1
2785	DIMT1
2786	DIO2
2787	DIO3
2788	DIP2A
2789	DIP2B
2790	DIP2C
2791	DIRAS2
2792	DIRAS3
2793	DIS3
2794	DIS3L
2795	DIS3L2
2796	DISC1
2797	DIXDC1
2798	DKK1
2799	DKK2
2800	DKK3
2801	DKKL1
2802	DLAT
2803	DLC1
2804	DLD
2805	DLEC1
2806	DLEU1
2807	DLEU2
2808	DLEU7
2809	DLG1
2810	DLG2
2811	DLG3
2812	DLG4
2813	DLGAP1
2814	DLGAP2
2815	DLGAP4
2816	DLGAP5
2817	DLK2
2818	DLL1
2819	DLST
2820	DLX1
2821	DLX4
2822	DMAP1
2823	DMBT1
2824	DMC1
2825	DMD
2826	DMPK
2827	DMRTB1
2828	DMTF1
2829	DMTN
2830	DMWD
2831	DMXL1
2832	DMXL2
2833	DNA2
2834	DNAAF1
2835	DNAAF2
2836	DNAH1
2837	DNAH11
2838	DNAH14
2839	DNAH17
2840	DNAH5
2841	DNAH6
2842	DNAH7
2843	DNAI2
2844	DNAJA1
2845	DNAJA2
2846	DNAJA3
2847	DNAJA4
2848	DNAJB1
2849	DNAJB11
2850	DNAJB12
2851	DNAJB14
2852	DNAJB2
2853	DNAJB4
2854	DNAJB5
2855	DNAJB6
2856	DNAJB8
2857	DNAJB9
2858	DNAJC1
2859	DNAJC10
2860	DNAJC11
2861	DNAJC12
2862	DNAJC13
2863	DNAJC15
2864	DNAJC16
2865	DNAJC17
2866	DNAJC18
2867	DNAJC19
2868	DNAJC2
2869	DNAJC21
2870	DNAJC24
2871	DNAJC27
2872	DNAJC28
2873	DNAJC3
2874	DNAJC30
2875	DNAJC4
2876	DNAJC5
2877	DNAJC6
2878	DNAJC7
2879	DNAJC8
2880	DNAJC9
2881	DNAL1
2882	DNAL4
2883	DNALI1
2884	DNASE1
2885	DNASE1L1
2886	DNASE1L2
2887	DNASE1L3
2888	DNASE2
2889	DNHD1
2890	DNLZ
2891	DNM1
2892	DNM1L
2893	DNM1P46
2894	DNM2
2895	DNM3
2896	DNMBP
2897	DNMT1
2898	DNMT3A
2899	DNMT3B
2900	DNMT3L
2901	DNPEP
2902	DNPH1
2903	DNTT
2904	DNTTIP1
2905	DNTTIP2
2906	DOC2A
2907	DOCK1
2908	DOCK10
2909	DOCK11
2910	DOCK2
2911	DOCK3
2912	DOCK4
2913	DOCK5
2914	DOCK6
2915	DOCK7
2916	DOCK8
2917	DOCK9
2918	DOHH
2919	DOK2
2920	DOK3
2921	DOK4
2922	DOK5
2923	DOK7
2924	DOLK
2925	DOLPP1
2926	DONSON
2927	DPAGT1
2928	DPCD
2929	DPEP2
2930	DPEP3
2931	DPF1
2932	DPF2
2933	DPF3
2934	DPH2
2935	DPH3
2936	DPH5
2937	DPH6
2938	DPH7
2939	DPM1
2940	DPM2
2941	DPM3
2942	DPP3
2943	DPP4
2944	DPP6
2945	DPP7
2946	DPP8
2947	DPP9
2948	DPPA4
2949	DPY19L1
2950	DPY19L3
2951	DPY19L4
2952	DPY30
2953	DPYD
2954	DPYSL2
2955	DPYSL3
2956	DPYSL4
2957	DPYSL5
2958	DR1
2959	DRAM1
2960	DRAM2
2961	DRAP1
2962	DRAXIN
2963	DRC3
2964	DRC7
2965	DRD3
2966	DRD4
2967	DRG1
2968	DRG2
2969	DRICH1
2970	DROSHA
2971	DSC1
2972	DSC2
2973	DSC3
2974	DSCAM
2975	DSCC1
2976	DSCR10
2977	DSCR8
2978	DSE
2979	DSEL
2980	DSG1
2981	DSG2
2982	DSN1
2983	DSP
2984	DST
2985	DSTN
2986	DSTYK
2987	DTD1
2988	DTD2
2989	DTL
2990	DTNA
2991	DTNB
2992	DTNBP1
2993	DTWD1
2994	DTWD2
2995	DTX1
2996	DTX3
2997	DTX3L
2998	DTYMK
2999	DUOX1
3000	DUOX2
3001	DUS1L
3002	DUS2
3003	DUS3L
3004	DUS4L
3005	DUSP1
3006	DUSP10
3007	DUSP11
3008	DUSP12
3009	DUSP13
3010	DUSP14
3011	DUSP15
3012	DUSP16
3013	DUSP18
3014	DUSP19
3015	DUSP2
3016	DUSP22
3017	DUSP23
3018	DUSP26
3019	DUSP28
3020	DUSP3
3021	DUSP4
3022	DUSP5
3023	DUSP6
3024	DUSP7
3025	DUT
3026	DVL1
3027	DVL2
3028	DVL3
3029	DYDC2
3030	DYM
3031	DYNC1H1
3032	DYNC1I1
3033	DYNC1I2
3034	DYNC1LI1
3035	DYNC1LI2
3036	DYNC2H1
3037	DYNC2LI1
3038	DYNLL1
3039	DYNLL2
3040	DYNLRB1
3041	DYNLRB2
3042	DYNLT1
3043	DYNLT3
3044	DYRK1A
3045	DYRK1B
3046	DYRK2
3047	DYRK3
3048	DYRK4
3049	DYSF
3050	DZANK1
3051	DZIP1
3052	DZIP1L
3053	DZIP3
3054	E2F1
3055	E2F2
3056	E2F3
3057	E2F4
3058	E2F5
3059	E2F6
3060	E4F1
3061	EAF1
3062	EAF2
3063	EAPP
3064	EARS2
3065	EBAG9
3066	EBF1
3067	EBF2
3068	EBI3
3069	EBLN2
3070	EBP
3071	EBPL
3072	ECD
3073	ECE1
3074	ECE2
3075	ECH1
3076	ECHDC1
3077	ECHDC2
3078	ECHDC3
3079	ECHS1
3080	ECI1
3081	ECI2
3082	ECM1
3083	ECM2
3084	ECSIT
3085	ECT2
3086	EDA
3087	EDAR
3088	EDARADD
3089	EDC3
3090	EDC4
3091	EDDM3A
3092	EDEM1
3093	EDEM2
3094	EDEM3
3095	EDF1
3096	EDIL3
3097	EDN1
3098	EDN2
3099	EDNRA
3100	EDNRB
3101	EDRF1
3102	EEA1
3103	EED
3104	EEF1A1
3105	EEF1A2
3106	EEF1D
3107	EEF1E1
3108	EEF2
3109	EEPD1
3110	EFCAB11
3111	EFCAB12
3112	EFCAB14
3113	EFCAB2
3114	EFCAB7
3115	EFCC1
3116	EFEMP1
3117	EFEMP2
3118	EFHB
3119	EFHC1
3120	EFHC2
3121	EFHD1
3122	EFHD2
3123	EFL1
3124	EFNA1
3125	EFNA3
3126	EFNA4
3127	EFNA5
3128	EFNB1
3129	EFNB2
3130	EFNB3
3131	EFR3A
3132	EFR3B
3133	EFS
3134	EFTUD2
3135	EGF
3136	EGFL7
3137	EGFLAM
3138	EGFR
3139	EGLN1
3140	EGLN2
3141	EGLN3
3142	EGR1
3143	EGR2
3144	EGR3
3145	EHBP1
3146	EHD1
3147	EHD2
3148	EHD3
3149	EHD4
3150	EHHADH
3151	EHMT1
3152	EHMT2
3153	EI24
3154	EID1
3155	EID2
3156	EID2B
3157	EID3
3158	EIF1
3159	EIF1AD
3160	EIF1AX
3161	EIF1AY
3162	EIF1B
3163	EIF2A
3164	EIF2AK1
3165	EIF2AK2
3166	EIF2AK3
3167	EIF2AK4
3168	EIF2B1
3169	EIF2B2
3170	EIF2B3
3171	EIF2B4
3172	EIF2B5
3173	EIF2D
3174	EIF2S1
3175	EIF2S2
3176	EIF2S3
3177	EIF3A
3178	EIF3B
3179	EIF3D
3180	EIF3E
3181	EIF3F
3182	EIF3G
3183	EIF3H
3184	EIF3I
3185	EIF3J
3186	EIF3K
3187	EIF3L
3188	EIF3M
3189	EIF4A2
3190	EIF4A3
3191	EIF4B
3192	EIF4E
3193	EIF4E2
3194	EIF4E3
3195	EIF4EBP1
3196	EIF4EBP2
3197	EIF4ENIF1
3198	EIF4G1
3199	EIF4G2
3200	EIF4G3
3201	EIF4H
3202	EIF5
3203	EIF5A
3204	EIF5A2
3205	EIF5B
3206	EIF6
3207	ELAC1
3208	ELAC2
3209	ELANE
3210	ELAVL1
3211	ELAVL3
3212	ELF1
3213	ELF2
3214	ELF3
3215	ELF4
3216	ELK1
3217	ELK3
3218	ELK4
3219	ELL
3220	ELL2
3221	ELL3
3222	ELMO1
3223	ELMO2
3224	ELMO3
3225	ELMOD2
3226	ELMOD3
3227	ELN
3228	ELOF1
3229	ELOVL2
3230	ELOVL3
3231	ELOVL4
3232	ELOVL5
3233	ELOVL6
3234	ELP2
3235	ELP3
3236	ELP4
3237	ELP5
3238	EMC1
3239	EMC10
3240	EMC2
3241	EMC3
3242	EMC4
3243	EMC6
3244	EMC7
3245	EMC8
3246	EMC9
3247	EMCN
3248	EMD
3249	EMG1
3250	EMID1
3251	EMILIN1
3252	EMILIN2
3253	EML1
3254	EML3
3255	EML4
