idx	gene_symbol
3256	EML6
3257	EMP1
3258	EMP2
3259	EMP3
3260	EMSY
3261	EMX2
3262	ENAH
3263	ENC1
3264	ENDOD1
3265	ENDOG
3266	ENDOU
3267	ENDOV
3268	ENG
3269	ENGASE
3270	ENKD1
3271	ENKUR
3272	ENO1
3273	ENO2
3274	ENO3
3275	ENOPH1
3276	ENOSF1
3277	ENOX2
3278	ENPEP
3279	ENPP1
3280	ENPP2
3281	ENPP3
3282	ENPP4
3283	ENPP5
3284	ENPP7
3285	ENSA
3286	ENTPD1
3287	ENTPD3
3288	ENTPD4
3289	ENTPD5
3290	ENTPD6
3291	ENTPD7
3292	ENY2
3293	EOGT
3294	EOMES
3295	EP300
3296	EP400
3297	EPAS1
3298	EPB41
3299	EPB41L1
3300	EPB41L2
3301	EPB41L3
3302	EPB41L4A
3303	EPB41L4A-AS1
3304	EPB41L4B
3305	EPB41L5
3306	EPB42
3307	EPC1
3308	EPC2
3309	EPCAM
3310	EPDR1
3311	EPG5
3312	EPHA1
3313	EPHA10
3314	EPHA2
3315	EPHA3
3316	EPHA4
3317	EPHA5
3318	EPHA6
3319	EPHA8
3320	EPHB1
3321	EPHB2
3322	EPHB3
3323	EPHB4
3324	EPHB6
3325	EPHX1
3326	EPHX2
3327	EPHX3
3328	EPHX4
3329	EPM2A
3330	EPM2AIP1
3331	EPN1
3332	EPN3
3333	EPOR
3334	EPS15
3335	EPS15L1
3336	EPS8
3337	EPS8L1
3338	EPS8L2
3339	EPS8L3
3340	EPSTI1
3341	ERAL1
3342	ERAP1
3343	ERAP2
3344	ERBB2
3345	ERBB3
3346	ERBB4
3347	ERBIN
3348	ERC1
3349	ERC2
3350	ERCC1
3351	ERCC2
3352	ERCC3
3353	ERCC4
3354	ERCC5
3355	ERCC6
3356	ERCC6L
3357	ERCC6L2
3358	ERCC8
3359	EREG
3360	ERF
3361	ERG
3362	ERGIC1
3363	ERGIC2
3364	ERGIC3
3365	ERH
3366	ERI2
3367	ERI3
3368	ERICH1
3369	ERLEC1
3370	ERLIN1
3371	ERLIN2
3372	ERMAP
3373	ERMP1
3374	ERN1
3375	ERO1A
3376	ERO1B
3377	ERP27
3378	ERP29
3379	ERP44
3380	ERRFI1
3381	ERV3-1
3382	ERVFRD-1
3383	ERVW-1
3384	ESAM
3385	ESCO1
3386	ESD
3387	ESF1
3388	ESM1
3389	ESPL1
3390	ESPN
3391	ESR1
3392	ESR2
3393	ESRP1
3394	ESRRA
3395	ESRRG
3396	ESYT1
3397	ESYT2
3398	ETAA1
3399	ETF1
3400	ETFA
3401	ETFB
3402	ETFDH
3403	ETNK1
3404	ETNK2
3405	ETNPPL
3406	ETS1
3407	ETS2
3408	ETV1
3409	ETV3
3410	ETV4
3411	ETV5
3412	ETV6
3413	ETV7
3414	EVA1B
3415	EVA1C
3416	EVC
3417	EVC2
3418	EVI2A
3419	EVI2B
3420	EVI5
3421	EVI5L
3422	EVL
3423	EVPL
3424	EWSR1
3425	EXD2
3426	EXD3
3427	EXO1
3428	EXO5
3429	EXOC1
3430	EXOC2
3431	EXOC3
3432	EXOC4
3433	EXOC5
3434	EXOC6
3435	EXOC7
3436	EXOC8
3437	EXOG
3438	EXOSC1
3439	EXOSC10
3440	EXOSC2
3441	EXOSC3
3442	EXOSC4
3443	EXOSC5
3444	EXOSC6
3445	EXOSC7
3446	EXOSC8
3447	EXOSC9
3448	EXPH5
3449	EXT1
3450	EXT2
3451	EXTL1
3452	EXTL2
3453	EXTL3
3454	EYA1
3455	EYA2
3456	EYA3
3457	EYA4
3458	EZH1
3459	EZH2
3460	EZR
3461	F10
3462	F11
3463	F11R
3464	F12
3465	F13A1
3466	F2R
3467	F2RL1
3468	F2RL3
3469	F3
3470	F5
3471	F7
3472	F8
3473	F9
3474	FAAH
3475	FAAH2
3476	FAAP100
3477	FABP2
3478	FABP3
3479	FABP5
3480	FABP6
3481	FADD
3482	FADS2
3483	FADS3
3484	FAF1
3485	FAF2
3486	FAH
3487	FAHD1
3488	FAHD2A
3489	FAIM
3490	FAIM2
3491	FAM102A
3492	FAM104A
3493	FAM104B
3494	FAM107A
3495	FAM107B
3496	FAM110A
3497	FAM110B
3498	FAM111A
3499	FAM114A1
3500	FAM114A2
3501	FAM117A
3502	FAM117B
3503	FAM118A
3504	FAM118B
3505	FAM120A
3506	FAM120AOS
3507	FAM120B
3508	FAM124B
3509	FAM126A
3510	FAM126B
3511	FAM131A
3512	FAM131B
3513	FAM135A
3514	FAM13A
3515	FAM13B
3516	FAM149A
3517	FAM149B1
3518	FAM162A
3519	FAM163A
3520	FAM167A
3521	FAM168A
3522	FAM168B
3523	FAM169A
3524	FAM171A1
3525	FAM171A2
3526	FAM172A
3527	FAM174A
3528	FAM174B
3529	FAM178B
3530	FAM184A
3531	FAM189B
3532	FAM193A
3533	FAM199X
3534	FAM204A
3535	FAM209B
3536	FAM20B
3537	FAM210A
3538	FAM210B
3539	FAM214B
3540	FAM216A
3541	FAM217B
3542	FAM218A
3543	FAM219A
3544	FAM219B
3545	FAM220A
3546	FAM222B
3547	FAM228A
3548	FAM234B
3549	FAM32A
3550	FAM3A
3551	FAM3B
3552	FAM43A
3553	FAM47B
3554	FAM50A
3555	FAM50B
3556	FAM53B
3557	FAM53C
3558	FAM76A
3559	FAM76B
3560	FAM83A
3561	FAM83F
3562	FAM83H
3563	FAM86B3P
3564	FAM89B
3565	FAM8A1
3566	FAM91A1
3567	FAM98A
3568	FAM98B
3569	FAM98C
3570	FAN1
3571	FANCA
3572	FANCB
3573	FANCC
3574	FANCD2
3575	FANCE
3576	FANCF
3577	FANCG
3578	FANCI
3579	FANCL
3580	FANK1
3581	FAP
3582	FAR1
3583	FAR2
3584	FARP1
3585	FARP2
3586	FARS2
3587	FARSA
3588	FARSB
3589	FAS
3590	FASLG
3591	FASN
3592	FASTK
3593	FASTKD1
3594	FASTKD2
3595	FASTKD3
3596	FASTKD5
3597	FAT1
3598	FAT4
3599	FAU
3600	FAXDC2
3601	FBL
3602	FBLN1
3603	FBLN2
3604	FBLN5
3605	FBLN7
3606	FBN1
3607	FBN2
3608	FBP1
3609	FBRS
3610	FBRSL1
3611	FBXL12
3612	FBXL13
3613	FBXL14
3614	FBXL15
3615	FBXL16
3616	FBXL17
3617	FBXL18
3618	FBXL19
3619	FBXL19-AS1
3620	FBXL2
3621	FBXL20
3622	FBXL3
3623	FBXL4
3624	FBXL5
3625	FBXL6
3626	FBXL7
3627	FBXL8
3628	FBXO10
3629	FBXO11
3630	FBXO15
3631	FBXO2
3632	FBXO21
3633	FBXO22
3634	FBXO25
3635	FBXO28
3636	FBXO3
3637	FBXO30
3638	FBXO31
3639	FBXO32
3640	FBXO33
3641	FBXO34
3642	FBXO38
3643	FBXO4
3644	FBXO40
3645	FBXO42
3646	FBXO44
3647	FBXO46
3648	FBXO5
3649	FBXO6
3650	FBXO7
3651	FBXO8
3652	FBXO9
3653	FBXW11
3654	FBXW2
3655	FBXW4
3656	FBXW5
3657	FBXW7
3658	FBXW8
3659	FBXW9
3660	FCAR
3661	FCER1A
3662	FCER1G
3663	FCER2
3664	FCF1
3665	FCGBP
3666	FCGR1A
3667	FCGR2A
3668	FCGR2B
3669	FCGRT
3670	FCHO1
3671	FCHO2
3672	FCHSD1
3673	FCHSD2
3674	FCMR
3675	FCN1
3676	FCRL2
3677	FCRL3
3678	FCRL5
3679	FCRLA
3680	FCRLB
3681	FDFT1
3682	FDPS
3683	FDX1
3684	FDXR
3685	FECH
3686	FEM1A
3687	FEM1B
3688	FEM1C
3689	FEN1
3690	FER
3691	FERMT1
3692	FERMT2
3693	FERMT3
3694	FES
3695	FEV
3696	FEZ1
3697	FEZ2
3698	FFAR1
3699	FFAR2
3700	FGA
3701	FGD1
3702	FGD2
3703	FGD3
3704	FGD4
3705	FGD6
3706	FGF1
3707	FGF12
3708	FGF13
3709	FGF14
3710	FGF18
3711	FGF2
3712	FGF23
3713	FGF5
3714	FGF6
3715	FGF7
3716	FGF9
3717	FGFBP2
3718	FGFBP3
3719	FGFR1
3720	FGFR1OP2
3721	FGFR2
3722	FGFR3
3723	FGFR4
3724	FGFRL1
3725	FGGY
3726	FGL1
3727	FGL2
3728	FGR
3729	FH
3730	FHDC1
3731	FHIT
3732	FHL1
3733	FHL2
3734	FHL3
3735	FHOD1
3736	FHOD3
3737	FIBCD1
3738	FIBP
3739	FICD
3740	FIG4
3741	FIGNL1
3742	FILIP1
3743	FILIP1L
3744	FIS1
3745	FITM1
3746	FIZ1
3747	FKBP10
3748	FKBP11
3749	FKBP14
3750	FKBP15
3751	FKBP2
3752	FKBP3
3753	FKBP4
3754	FKBP5
3755	FKBP7
3756	FKBP8
3757	FKBP9
3758	FKBPL
3759	FKRP
3760	FKTN
3761	FLAD1
3762	FLCN
3763	FLI1
3764	FLII
3765	FLNA
3766	FLNB
3767	FLNC
3768	FLOT1
3769	FLOT2
3770	FLRT1
3771	FLRT3
3772	FLT3
3773	FLT3LG
3774	FLT4
3775	FLVCR1
3776	FLVCR2
3777	FLYWCH1
3778	FLYWCH2
3779	FMNL1
3780	FMNL3
3781	FMO2
3782	FMO3
3783	FMO4
3784	FMO5
3785	FMOD
3786	FN1
3787	FN3KRP
3788	FNBP1
3789	FNBP1L
3790	FNBP4
3791	FNDC3A
3792	FNDC3B
3793	FNDC4
3794	FNTA
3795	FNTB
3796	FOCAD
3797	FOLH1
3798	FOLR1
3799	FOLR2
3800	FOLR3
3801	FOS
3802	FOSB
3803	FOSL1
3804	FOSL2
3805	FOXC1
3806	FOXC2
3807	FOXD2
3808	FOXD2-AS1
3809	FOXE1
3810	FOXF1
3811	FOXH1
3812	FOXI1
3813	FOXJ2
3814	FOXJ3
3815	FOXK2
3816	FOXL2
3817	FOXM1
3818	FOXN2
3819	FOXN3
3820	FOXO1
3821	FOXO3
3822	FOXO4
3823	FOXP1
3824	FOXP4
3825	FOXRED1
3826	FOXRED2
3827	FPGS
3828	FPR1
3829	FPR2
3830	FPR3
3831	FRA10AC1
3832	FRAS1
3833	FRAT1
3834	FRAT2
3835	FRK
3836	FRMD3
3837	FRMD4A
3838	FRMD4B
3839	FRMD6
3840	FRMPD1
3841	FRMPD4
3842	FRS2
3843	FRS3
3844	FRY
3845	FRYL
3846	FRZB
3847	FSCN1
3848	FSD1
3849	FSD1L
3850	FSIP1
3851	FST
3852	FSTL3
3853	FSTL4
3854	FTH1
3855	FTL
3856	FTO
3857	FTSJ1
3858	FTSJ3
3859	FUBP1
3860	FUBP3
3861	FUCA1
3862	FUCA2
3863	FUNDC1
3864	FUNDC2
3865	FUOM
3866	FURIN
3867	FUS
3868	FUT1
3869	FUT10
3870	FUT4
3871	FUT6
3872	FUT7
3873	FUT8
3874	FUZ
3875	FXN
3876	FXR1
3877	FXR2
3878	FXYD1
3879	FXYD2
3880	FXYD3
3881	FXYD5
3882	FXYD6
3883	FXYD7
3884	FYCO1
3885	FYN
3886	FYTTD1
3887	FZD1
3888	FZD2
3889	FZD3
3890	FZD4
3891	FZD6
3892	FZD7
3893	FZR1
3894	G2E3
3895	G3BP1
3896	G3BP2
3897	G6PC3
3898	G6PD
3899	GAA
3900	GAB1
3901	GAB2
3902	GAB3
3903	GABARAP
3904	GABARAPL1
3905	GABARAPL2
3906	GABBR1
3907	GABBR2
3908	GABPA
3909	GABPB1
3910	GABPB2
3911	GABRA2
3912	GABRA4
3913	GABRB1
3914	GABRB3
3915	GABRD
3916	GABRG3
3917	GAD1
3918	GAD2
3919	GADD45A
3920	GADD45B
3921	GADD45G
3922	GADD45GIP1
3923	GAK
3924	GAL3ST2
3925	GAL3ST4
3926	GALC
3927	GALE
3928	GALK1
3929	GALK2
3930	GALM
3931	GALNS
3932	GALNT1
3933	GALNT10
3934	GALNT11
3935	GALNT12
3936	GALNT14
3937	GALNT2
3938	GALNT3
3939	GALNT6
3940	GALNT9
3941	GALT
3942	GAMT
3943	GANAB
3944	GAP43
3945	GAPDH
3946	GAPT
3947	GAPVD1
3948	GAR1
3949	GAREM1
3950	GART
3951	GAS1
3952	GAS2
3953	GAS2L1
3954	GAS2L3
3955	GAS6
3956	GAS7
3957	GAS8
3958	GAST
3959	GATA1
3960	GATA2
3961	GATA3
3962	GATAD1
3963	GATAD2A
3964	GATAD2B
3965	GATB
3966	GATC
3967	GATM
3968	GBA2
3969	GBAP1
3970	GBE1
3971	GBF1
3972	GBGT1
3973	GBP1
3974	GBP2
3975	GBP3
3976	GBP4
3977	GBP5
3978	GBP6
3979	GBX2
3980	GCA
3981	GCAT
3982	GCC1
3983	GCC2
3984	GCDH
3985	GCFC2
3986	GCH1
3987	GCHFR
3988	GCK
3989	GCKR
3990	GCLC
3991	GCLM
3992	GCM1
3993	GCN1
3994	GCNT1
3995	GCNT2
3996	GCSAM
3997	GDAP1
3998	GDAP1L1
3999	GDAP2
4000	GDE1
4001	GDF11
4002	GDF15
4003	GDI1
4004	GDI2
4005	GDPD1
4006	GDPD3
4007	GDPD5
4008	GEM
4009	GEMIN2
4010	GEMIN4
4011	GEMIN5
4012	GEMIN6
4013	GEMIN8
4014	GEN1
4015	GET4
4016	GFAP
4017	GFER
4018	GFI1
4019	GFI1B
4020	GFM1
4021	GFM2
4022	GFOD1
4023	GFOD2
4024	GFPT1
4025	GFPT2
4026	GFRA1
4027	GFRA2
4028	GFRA3
4029	GFRA4
4030	GGA1
4031	GGA2
4032	GGA3
4033	GGCT
4034	GGCX
4035	GGH
4036	GGNBP2
4037	GGPS1
4038	GGT1
4039	GGT5
4040	GGT7
4041	GGTLC1
4042	GHDC
4043	GHITM
4044	GHR
4045	GHRL
4046	GID4
4047	GID8
4048	GIGYF1
4049	GIGYF2
4050	GIMAP1
4051	GIMAP2
4052	GIMAP4
4053	GIMAP5
4054	GIMAP6
4055	GIMAP7
4056	GIMAP8
4057	GIN1
4058	GINM1
4059	GINS1
4060	GINS2
4061	GINS3
4062	GINS4
4063	GIPC1
4064	GIPC2
4065	GIT1
4066	GIT2
4067	GJA1
4068	GJA4
4069	GJA5
4070	GJB2
4071	GJC1
4072	GJC2
4073	GJD3
4074	GK
4075	GK2
4076	GK5
4077	GKAP1
4078	GLA
4079	GLB1L
4080	GLB1L2
4081	GLCCI1
4082	GLCE
4083	GLDC
4084	GLE1
4085	GLG1
4086	GLI1
4087	GLI2
4088	GLI3
4089	GLI4
4090	GLIPR1
4091	GLIPR2
4092	GLIS3
4093	GLMN
4094	GLO1
4095	GLOD4
4096	GLRB
4097	GLRX
4098	GLRX2
4099	GLRX3
4100	GLRX5
4101	GLS
4102	GLS2
4103	GLT1D1
4104	GLT8D1
4105	GLT8D2
4106	GLTP
4107	GLUD1
4108	GLUD2
4109	GLUL
4110	GLYATL1
4111	GLYCTK
4112	GLYR1
4113	GM2A
4114	GMCL1
4115	GMDS
4116	GMEB1
4117	GMEB2
4118	GMFB
4119	GMFG
4120	GMIP
4121	GMNN
4122	GMPPA
4123	GMPR
4124	GMPR2
4125	GMPS
4126	GNA11
4127	GNA12
4128	GNA13
4129	GNA14
4130	GNA15
4131	GNAI1
4132	GNAI2
4133	GNAI3
4134	GNAL
4135	GNAO1
4136	GNAQ
4137	GNAS
4138	GNAT1
4139	GNAZ
4140	GNB1
4141	GNB1L
4142	GNB2
4143	GNB4
4144	GNB5
4145	GNE
4146	GNG11
4147	GNG12
4148	GNG2
4149	GNG5
4150	GNG7
4151	GNG8
4152	GNGT2
4153	GNL1
4154	GNL2
4155	GNL3
4156	GNL3L
4157	GNLY
4158	GNMT
4159	GNPAT
4160	GNPDA1
4161	GNPDA2
4162	GNPNAT1
4163	GNPTAB
4164	GNPTG
4165	GNRH1
4166	GNS
4167	GOLGA1
4168	GOLGA2
4169	GOLGA3
4170	GOLGA4
4171	GOLGA5
4172	GOLGA7
4173	GOLGA8A
4174	GOLGB1
4175	GOLIM4
4176	GOLM1
4177	GOLPH3
4178	GOLPH3L
4179	GOLT1B
4180	GON4L
4181	GOPC
4182	GORAB
4183	GORASP1
4184	GORASP2
4185	GOSR1
4186	GOSR2
4187	GOT1
4188	GOT2
4189	GP1BA
4190	GP6
4191	GP9
4192	GPA33
4193	GPAA1
4194	GPAM
4195	GPANK1
4196	GPAT2
4197	GPATCH1
4198	GPATCH11
4199	GPATCH2
4200	GPATCH2L
4201	GPATCH3
4202	GPATCH4
4203	GPATCH8
4204	GPBAR1
4205	GPBP1
4206	GPBP1L1
4207	GPC1
4208	GPC2
4209	GPC3
4210	GPC4
4211	GPC5
4212	GPC6
4213	GPCPD1
4214	GPD1
4215	GPD1L
4216	GPD2
4217	GPHB5
4218	GPHN
4219	GPI
4220	GPKOW
4221	GPLD1
4222	GPM6A
4223	GPM6B
4224	GPN1
4225	GPN2
4226	GPN3
4227	GPNMB
4228	GPR107
4229	GPR132
4230	GPR137
4231	GPR137B
4232	GPR141
4233	GPR143
4234	GPR146
4235	GPR15
4236	GPR153
4237	GPR155
4238	GPR156
4239	GPR157
4240	GPR160
4241	GPR161
4242	GPR162
4243	GPR174
4244	GPR176
4245	GPR18
4246	GPR180
4247	GPR183
4248	GPR19
4249	GPR20
4250	GPR27
4251	GPR3
4252	GPR34
4253	GPR35
4254	GPR55
4255	GPR63
4256	GPR65
4257	GPR68
4258	GPR82
4259	GPR84
4260	GPR85
4261	GPRASP1
4262	GPRC5A
4263	GPRC5B
4264	GPRC5C
4265	GPRIN1
4266	GPRIN3
4267	GPS1
4268	GPSM1
4269	GPSM2
4270	GPSM3
4271	GPT
4272	GPT2
4273	GPX1
4274	GPX2
4275	GPX3
4276	GPX4
4277	GPX7
4278	GRAMD1A
4279	GRAMD1B
4280	GRAMD1C
4281	GRAMD4
4282	GRAP
4283	GRAP2
4284	GRB10
4285	GRB14
4286	GRB2
4287	GRB7
4288	GREB1
4289	GREM1
4290	GRHL1
4291	GRHPR
4292	GRIA1
4293	GRIA3
4294	GRIK2
4295	GRIK4
4296	GRIK5
4297	GRIN1
4298	GRIN2A
4299	GRIN2C
4300	GRINA
4301	GRK2
4302	GRK3
4303	GRK4
4304	GRK5
4305	GRK6
4306	GRM2
4307	GRM4
4308	GRM5
4309	GRN
4310	GRPEL1
4311	GRPEL2
4312	GRSF1
4313	GRTP1
4314	GRWD1
4315	GSAP
4316	GSC
4317	GSDMB
4318	GSDMD
4319	GSE1
4320	GSG1
4321	GSG1L
4322	GSK3A
4323	GSK3B
4324	GSKIP
4325	GSN
4326	GSPT1
4327	GSPT2
4328	GSR
4329	GSS
4330	GSTA3
4331	GSTA4
4332	GSTCD
4333	GSTK1
4334	GSTM1
4335	GSTM2
4336	GSTM3
4337	GSTM4
4338	GSTM5
4339	GSTO1
4340	GSTO2
4341	GSTP1
4342	GSTZ1
4343	GTDC1
4344	GTF2A2
4345	GTF2B
4346	GTF2E1
4347	GTF2E2
4348	GTF2F1
4349	GTF2F2
4350	GTF2H1
4351	GTF2H3
4352	GTF2H4
4353	GTF2H5
4354	GTF2I
4355	GTF2IRD1
4356	GTF2IRD2
4357	GTF3A
4358	GTF3C1
4359	GTF3C2
4360	GTF3C3
4361	GTF3C4
4362	GTF3C5
4363	GTF3C6
4364	GTPBP1
4365	GTPBP10
4366	GTPBP2
4367	GTPBP3
4368	GTPBP4
4369	GTPBP8
4370	GTSE1
4371	GTSF1
4372	GUCA1A
4373	GUCA1B
4374	GUCA1C
4375	GUCA2A
4376	GUCD1
4377	GUF1
4378	GUK1
4379	GULP1
4380	GUSB
4381	GUSBP1
4382	GUSBP5
4383	GXYLT1
4384	GYG1
4385	GYG2
4386	GYPB
4387	GYPC
4388	GYPE
4389	GYS1
4390	GZMA
4391	GZMB
4392	GZMH
4393	GZMK
4394	GZMM
4395	H6PD
4396	HAAO
4397	HABP4
4398	HACD1
4399	HACD2
4400	HACD3
4401	HACE1
4402	HACL1
4403	HADH
4404	HADHA
4405	HADHB
4406	HAGH
4407	HAGHL
4408	HAL
4409	HAND2
4410	HAP1
4411	HAPLN1
4412	HAPLN2
4413	HAPLN3
4414	HAPLN4
4415	HARBI1
4416	HARS2
4417	HAS1
4418	HAS2
4419	HAT1
4420	HAUS1
4421	HAUS2
4422	HAUS3
4423	HAUS5
4424	HAUS6
4425	HAUS7
4426	HAUS8
4427	HAVCR2
4428	HAX1
4429	HBB
4430	HBBP1
4431	HBD
4432	HBE1
4433	HBEGF
4434	HBM
4435	HBP1
4436	HBQ1
4437	HBS1L
4438	HBZ
4439	HCAR3
4440	HCCS
4441	HCFC1
4442	HCFC1R1
4443	HCFC2
4444	HCG11
4445	HCG27
4446	HCG4
4447	HCK
4448	HCLS1
4449	HCN2
4450	HCN3
4451	HCN4
4452	HCP5
4453	HCRT
4454	HCRTR2
4455	HCST
4456	HDAC1
4457	HDAC10
4458	HDAC11
4459	HDAC2
4460	HDAC3
4461	HDAC4
4462	HDAC5
4463	HDAC6
4464	HDAC7
4465	HDAC8
4466	HDAC9
4467	HDC
4468	HDDC2
4469	HDDC3
4470	HDGF
4471	HDHD2
4472	HDHD3
4473	HDLBP
4474	HDX
4475	HEATR1
4476	HEATR3
4477	HEATR6
4478	HEBP1
4479	HEBP2
4480	HECA
4481	HECTD1
4482	HECTD2
4483	HECTD3
4484	HECTD4
4485	HEG1
4486	HELB
4487	HELLS
4488	HELQ
4489	HELZ
4490	HELZ2
4491	HEMGN
4492	HEMK1
4493	HENMT1
4494	HEPACAM2
4495	HEPH
4496	HERC1
4497	HERC2
4498	HERC4
4499	HERC5
4500	HERC6
4501	HERPUD1
4502	HERPUD2
4503	HES1
4504	HES2
4505	HES4
4506	HES6
4507	HEXA
4508	HEXB
4509	HEXIM1
4510	HEXIM2
4511	HEY1
4512	HEY2
4513	HFE
4514	HGD
4515	HGF
4516	HGH1
4517	HGS
4518	HGSNAT
4519	HHEX
4520	HHLA1
4521	HHLA3
4522	HIBADH
4523	HIBCH
4524	HIC1
4525	HIC2
4526	HIF1A
4527	HIF1AN
4528	HIF3A
4529	HIGD1B
4530	HIGD2A
4531	HIKESHI
4532	HILPDA
4533	HINFP
4534	HINT1
4535	HINT2
4536	HINT3
4537	HIP1
4538	HIP1R
4539	HIPK1
4540	HIPK2
4541	HIPK3
4542	HIRA
4543	HIRIP3
4544	HIVEP1
4545	HIVEP2
4546	HIVEP3
4547	HJURP
4548	HK1
4549	HK2
4550	HK3
4551	HKDC1
4552	HLA-B
4553	HLA-DMA
4554	HLA-DMB
4555	HLA-DOA
4556	HLA-DOB
4557	HLA-DPA1
4558	HLA-DPB1
4559	HLA-DPB2
4560	HLA-DQB1
4561	HLA-DQB2
4562	HLA-DRA
4563	HLA-DRB1
4564	HLA-E
4565	HLA-F
4566	HLA-J
4567	HLCS
4568	HLF
4569	HLTF
4570	HLX
4571	HM13
4572	HMBOX1
4573	HMBS
4574	HMCES
4575	HMG20A
4576	HMG20B
4577	HMGA1
4578	HMGA2
4579	HMGB1
4580	HMGB2
4581	HMGB3
4582	HMGCL
4583	HMGCLL1
4584	HMGCR
4585	HMGCS1
4586	HMGN1
4587	HMGN2
4588	HMGN2P46
4589	HMGN3
4590	HMGN4
4591	HMGN5
4592	HMGXB4
4593	HMMR
4594	HMOX1
4595	HMOX2
4596	HNF4A
4597	HNMT
4598	HNRNPA0
4599	HNRNPA1
4600	HNRNPA2B1
4601	HNRNPA3
4602	HNRNPAB
4603	HNRNPC
4604	HNRNPD
4605	HNRNPDL
4606	HNRNPF
4607	HNRNPH1
4608	HNRNPH3
4609	HNRNPK
4610	HNRNPL
4611	HNRNPLL
4612	HNRNPM
4613	HNRNPR
4614	HNRNPU
4615	HNRNPUL1
4616	HOMER1
4617	HOMER2
4618	HOMER3
4619	HOOK1
4620	HOOK2
4621	HOOK3
4622	HOPX
4623	HORMAD1
4624	HOTAIRM1
4625	HOXA1
4626	HOXA10
4627	HOXA5
4628	HOXA6
4629	HOXB-AS1
4630	HOXB-AS3
4631	HOXB1
4632	HOXB2
4633	HOXB3
4634	HOXB4
4635	HOXB6
4636	HOXB7
4637	HOXC10
4638	HOXC11
4639	HOXC13
4640	HOXC4
4641	HOXC6
4642	HOXD12
4643	HOXD13
4644	HP
4645	HP1BP3
4646	HPCAL1
4647	HPCAL4
4648	HPF1
4649	HPGD
4650	HPGDS
4651	HPN
4652	HPRT1
4653	HPS1
4654	HPS3
4655	HPS4
4656	HPS5
4657	HPS6
4658	HPSE
4659	HPSE2
4660	HR
4661	HRAS
4662	HRC
4663	HRH1
4664	HRK
4665	HS1BP3
4666	HS2ST1
4667	HS3ST1
4668	HS3ST3A1
4669	HS3ST3B1
4670	HS6ST1
4671	HSBP1
4672	HSCB
4673	HSD11B1
4674	HSD11B1L
4675	HSD11B2
4676	HSD17B10
4677	HSD17B11
4678	HSD17B12
4679	HSD17B14
4680	HSD17B4
4681	HSD17B6
4682	HSD17B7
4683	HSD17B7P2
4684	HSD17B8
4685	HSD3B7
4686	HSDL1
4687	HSDL2
4688	HSF1
4689	HSF2
4690	HSF2BP
4691	HSF4
4692	HSH2D
4693	HSP90AA1
4694	HSP90AB1
4695	HSP90B1
4696	HSPA12A
4697	HSPA13
4698	HSPA14
4699	HSPA1L
4700	HSPA2
4701	HSPA4
4702	HSPA4L
4703	HSPA5
4704	HSPA6
4705	HSPA9
4706	HSPB1
4707	HSPB11
4708	HSPB3
4709	HSPB7
4710	HSPB8
4711	HSPBAP1
4712	HSPBP1
4713	HSPD1
4714	HSPE1
4715	HSPG2
4716	HSPH1
4717	HTATIP2
4718	HTATSF1
4719	HTN3
4720	HTR1D
4721	HTR1E
4722	HTR2A
4723	HTR2B
4724	HTR3A
4725	HTR4
4726	HTR6
4727	HTRA1
4728	HTRA2
4729	HTRA4
4730	HTT
4731	HUS1
4732	HUS1B
4733	HUWE1
4734	HVCN1
4735	HYAL1
4736	HYAL2
4737	HYAL3
4738	HYDIN
4739	HYLS1
4740	HYOU1
4741	HYPK
4742	IARS2
4743	IBSP
4744	IBTK
4745	ICA1
4746	ICA1L
4747	ICAM1
4748	ICAM2
4749	ICAM3
4750	ICE1
4751	ICE2
4752	ICMT
4753	ICOS
4754	ICOSLG
4755	ID1
4756	ID2
4757	ID3
4758	IDE
4759	IDH1
4760	IDH2
4761	IDH3A
4762	IDH3B
4763	IDH3G
4764	IDI1
4765	IDNK
4766	IDO1
4767	IDO2
4768	IDS
4769	IDUA
4770	IER2
4771	IER3
4772	IER3IP1
4773	IER5
4774	IER5L
4775	IFFO1
4776	IFI16
4777	IFI27
4778	IFI27L2
4779	IFI35
4780	IFI44
4781	IFI44L
4782	IFI6
4783	IFIH1
4784	IFIT1
4785	IFIT2
4786	IFIT3
4787	IFIT5
4788	IFITM1
4789	IFITM10
4790	IFITM2
4791	IFITM3
4792	IFNA10
4793	IFNA21
4794	IFNA4
4795	IFNA7
4796	IFNA8
4797	IFNAR1
4798	IFNAR2
4799	IFNG
4800	IFNGR1
4801	IFNGR2
4802	IFNL1
4803	IFNLR1
4804	IFNW1
4805	IFRD1
4806	IFRD2
4807	IFT122
4808	IFT140
4809	IFT172
4810	IFT20
4811	IFT22
4812	IFT27
4813	IFT43
4814	IFT46
4815	IFT52
4816	IFT57
4817	IFT74
4818	IFT81
4819	IFT88
4820	IGBP1
4821	IGDCC4
4822	IGF1
4823	IGF1R
4824	IGF2BP1
4825	IGF2BP2
4826	IGF2BP3
4827	IGF2R
4828	IGFBP1
4829	IGFBP2
4830	IGFBP3
4831	IGFBP4
4832	IGFBP5
4833	IGFBP6
4834	IGFBP7
4835	IGFLR1
4836	IGFN1
4837	IGHMBP2
4838	IGHV5-78
4839	IGIP
4840	IGLL1
4841	IGSF1
4842	IGSF11
4843	IGSF3
4844	IGSF6
4845	IGSF8
4846	IGSF9B
4847	IK
4848	IKBIP
4849	IKBKB
4850	IKBKE
